Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
F,28,3525.77,Low,3529.77,Urban,117223.61,41442.99388779739
F,46,4950.59,Low,4965.59,Rural,269574.06,92795.93641331562
M,62,2983.34,Low,2984.34,Semi-Urban,209244.78,68734.0820341339
F,25,1215.99,Low,1216.99,Rural,136029.3,45771.83580020142
M,61,767.15,High,756.15,Rural,64070.8,29258.833308753863
M,42,2793.72,Low,2796.72,Urban,140800.29,47269.83399238407
M,27,1527.24,Low,1523.24,Rural,14319.55,4809.215315232708
M,61,3734.22,Low,3734.22,Semi-Urban,102185.71,33618.022058674906
M,38,4392.6,Low,4385.6,Urban,183905.75,63695.73989257749
M,63,422.45,High,427.45,Semi-Urban,122858.81,48228.220934752215
M,18,1232.95,Low,1243.95,Semi-Urban,144247.02,48596.4270738589
M,18,3151.59,Low,3142.59,Urban,169752.42,59253.55485272984
M,32,4791.87,Low,4787.87,Semi-Urban,246386.51,85430.37918835628
M,57,1036.5,Low,1045.5,Urban,15568.08,2222.4166981811723
F,46,1411.6,Low,1415.6,Rural,90346.93,28966.897613926416
F,33,1993.54,Low,1998.54,Semi-Urban,118926.74,39915.43011951201
M,30,3178.06,Low,3181.06,Urban,195608.66,67022.92035634012
M,35,1272.71,Low,1268.71,Urban,102135.29,33276.63052834577
F,37,4027.2,Low,4023.2,Rural,570115.46,193509.5392888364
M,64,1354.54,Low,1356.54,Semi-Urban,21609.98,3881.995109426214
M,18,2422.89,Low,2433.89,Semi-Urban,85754.31,30164.776443289986
M,50,2769.07,Low,2775.07,Urban,188027.42,62477.49463047114
M,51,4226.32,Low,4226.32,Rural,103516.01,35634.86968260313
M,29,2626.63,Low,2619.63,Semi-Urban,259022.04,87696.52317020162
F,59,1642.19,Low,1650.19,Urban,211029.93,68577.40980823289
M,65,872.83,High,887.83,Semi-Urban,41379.11,21165.618437204368
F,18,1898.83,Low,1902.83,Rural,145933.75,50352.37621746991
F,47,3508.74,Low,3510.74,Semi-Urban,87933.81,29944.87823338036
M,28,4221.17,Low,4215.17,Urban,367900.48,126118.12154451649
M,50,2677.05,Low,2683.05,Urban,260487.1,86723.50375126579
M,52,1924.39,Low,1930.39,Urban,73489.02,22980.686327830583
F,40,1039.17,Low,1031.17,Urban,60638.17,18937.16237927184
F,62,3195.87,Low,3182.87,Semi-Urban,115068.45,37545.55987930497
F,18,2100.9,Low,2093.9,Semi-Urban,149592.63,51506.71360175353
F,22,2754.75,Low,2740.75,Rural,90851.14,32399.04195314731
F,46,1995.29,Low,1996.29,Semi-Urban,80376.07,25937.152919870223
M,46,1321.61,Low,1319.61,Rural,102282.62,32644.847755030554
F,18,2510.77,Low,2503.77,Urban,87761.43,31293.825124438583
M,58,4660.79,Low,4656.79,Rural,143886.63,49084.34443931358
F,18,1342.82,Low,1333.82,Rural,73573.49,25470.47259796713
F,62,2820.35,Low,2822.35,Semi-Urban,71136.34,22411.90021659231
M,63,2093.22,High,2091.22,Rural,147363.56,58440.26901032581
F,26,2932.77,Low,2920.77,Urban,224637.04,77068.15362244507
M,58,2878.12,Low,2884.12,Rural,225026.15,74522.35472164524
F,60,2457.43,Low,2469.43,Semi-Urban,104454.33,33396.04547112911
M,50,2666.44,Low,2677.44,Semi-Urban,286184.9,95209.55590491818
M,47,1548.0,Low,1553.0,Urban,63970.81,19793.540454264043
M,60,2649.1,Low,2635.1,Urban,65621.72,20435.945422627738
F,37,1026.99,Low,1029.99,Semi-Urban,57487.04,17971.28077107042
F,27,716.45,Low,714.45,Urban,32423.53,10160.958733386848
F,60,2242.4,Low,2251.4,Urban,36145.59,10366.744522553352
M,60,6224.37,High,6235.37,Semi-Urban,254913.16,98760.0624980248
M,41,2498.14,Low,2503.14,Rural,98258.89,32895.39733096119
F,46,3465.08,Low,3464.08,Rural,109843.49,37613.267234904095
F,60,1565.03,High,1553.03,Urban,53587.48,26730.26888591477
F,50,2110.5,Low,2119.5,Semi-Urban,107731.67,34931.71361532131
F,45,3525.09,Low,3530.09,Semi-Urban,329656.26,111318.90824410797
F,50,643.88,Low,646.88,Rural,31886.04,8227.192728790236
F,41,2228.6,Low,2215.6,Semi-Urban,182777.7,60962.07140200796
M,56,4429.04,Low,4440.04,Urban,375859.42,126797.91864186947
F,18,1271.06,Low,1263.06,Rural,50845.32,17762.931623913675
M,42,2071.67,Low,2069.67,Urban,118454.77,39022.806950462575
M,19,2718.21,Low,2721.21,Semi-Urban,50068.67,18396.31193814876
F,53,2153.56,Low,2164.56,Rural,117117.14,38167.87465672559
F,30,1934.99,Low,1923.99,Rural,43510.68,15027.236080451485
F,18,1106.89,Low,1090.89,Semi-Urban,67222.37,22816.49431251883
F,47,1383.36,Low,1389.36,Semi-Urban,99825.94,31768.325756684382
F,28,1322.17,Low,1317.17,Rural,137778.7,46227.67080544565
M,37,1339.42,Low,1329.42,Semi-Urban,99319.12,32099.715166829297
F,62,2663.73,Low,2669.73,Semi-Urban,152985.61,49747.97721309297
F,55,3993.74,Low,3980.74,Rural,54101.02,18711.17673713376
M,65,1840.87,High,1843.87,Semi-Urban,313994.51,113724.24508158598
F,40,4201.88,Low,4190.88,Rural,69485.73,25279.533156675378
M,35,9623.16,Low,9623.16,Urban,86418.95,36538.13097305405
M,28,1660.46,Low,1665.46,Urban,150314.57,50415.4834095349
F,24,1442.13,Low,1441.13,Rural,119303.1,40462.62098737864
F,59,3096.28,Low,3111.28,Urban,64339.14,20792.61727864241
M,20,4825.57,Low,4843.57,Semi-Urban,403084.45,139062.13507867343
F,18,6207.95,Low,6209.95,Rural,127510.56,48569.07479788887
F,49,6991.76,Low,6988.76,Urban,253805.17,89201.78878285887
F,31,2365.75,Low,2365.75,Semi-Urban,42054.05,14629.200060618356
F,35,3505.2,Low,3495.2,Urban,67922.65,24300.25903046031
F,18,3534.23,Low,3552.23,Rural,43972.15,17781.650661707918
M,18,1373.08,Low,1364.08,Semi-Urban,34269.66,11786.733819070534
F,51,1735.94,Low,1748.94,Urban,103308.04,33123.558250460126
F,34,1237.75,Low,1246.75,Semi-Urban,180505.55,59750.62032015306
F,47,3968.77,Low,3962.77,Rural,410935.61,139187.22824574873
M,47,1770.81,Low,1760.81,Semi-Urban,55479.1,17023.37111216593
F,65,1110.43,High,1113.43,Rural,43468.97,22616.48902656976
F,22,3449.95,Low,3453.95,Urban,319865.68,109910.08029721655
F,47,1324.98,Low,1317.98,Semi-Urban,74108.63,23063.21949991957
M,60,2725.87,High,2713.87,Rural,65046.4,31668.03673875285
F,64,1061.5,Low,1053.5,Rural,35762.5,8843.278260080711
F,51,924.16,Low,926.16,Semi-Urban,25190.22,5909.2389454363365
F,56,754.01,Low,760.01,Urban,51081.6,14176.86818824854
M,51,2791.13,Low,2804.13,Rural,147121.36,48821.53735118032
M,44,2757.88,Low,2746.88,Rural,34703.87,11566.57879470726
M,40,1689.21,Low,1677.21,Urban,185374.1,61263.85247619812
F,50,1170.23,Low,1172.23,Semi-Urban,43682.29,12451.67942137221
F,35,931.75,Low,932.75,Semi-Urban,72706.04,23143.332409449507
M,47,1901.99,Low,1900.99,Semi-Urban,131534.74,42710.14282626295
F,31,2513.46,Low,2522.46,Urban,263643.64,89357.39603899326
M,54,2775.84,Low,2768.84,Rural,130440.63,42955.09607933176
M,51,3379.91,Low,3387.91,Semi-Urban,54618.45,18072.436657792096
F,27,1890.73,Low,1879.73,Urban,134361.67,45599.40384459883
F,59,1384.9,Low,1384.9,Semi-Urban,101209.47,31282.309547116547
F,18,1657.75,Low,1650.75,Urban,447946.19,151412.09176197875
F,42,1191.9,Low,1193.9,Rural,21743.66,6012.954677641494
F,27,1842.2,Low,1847.2,Urban,47608.06,16416.34726588072
F,32,2673.99,Low,2672.99,Rural,120152.5,41374.74034518885
M,60,1370.55,Low,1378.55,Urban,45821.67,12488.727601327184
F,31,2167.65,Low,2164.65,Rural,204668.6,69325.06974900837
F,45,1728.01,Low,1713.01,Urban,82873.89,26711.68358242654
F,32,1870.74,Low,1857.74,Rural,48713.21,16549.897499386243
F,31,1009.08,Low,1012.08,Rural,85920.33,28254.42414190408
F,27,4325.91,Low,4317.91,Semi-Urban,178418.22,62752.31231366437
F,46,1661.56,Low,1675.56,Semi-Urban,79385.91,25269.93624196731
M,18,3392.93,Low,3395.93,Rural,127979.37,45612.25213414672
M,32,2679.45,Low,2677.45,Rural,51181.82,17975.397265776603
M,32,2432.87,Low,2422.87,Urban,277020.39,93443.27581112672
M,18,2350.05,Low,2356.05,Rural,309291.54,105452.39152870956
F,46,5578.54,Low,5569.54,Semi-Urban,362388.99,124327.73353570284
M,31,2092.37,Low,2106.37,Rural,68404.68,23247.735658827874
M,19,2251.79,Low,2260.79,Rural,212043.3,72607.4549216915
M,20,2464.63,Low,2463.63,Rural,226607.67,77633.22878120941
M,38,2987.25,Low,2997.25,Urban,64163.67,22044.539864921306
F,35,4097.34,Low,4084.34,Rural,107796.93,38436.34821248788
M,52,2546.64,Low,2560.64,Semi-Urban,280371.05,92977.43240022704
F,41,2541.52,Low,2539.52,Rural,47632.68,16166.514381187564
F,53,4200.62,Low,4199.62,Semi-Urban,108354.87,37035.88063955863
F,55,2245.16,Low,2237.16,Urban,59914.9,18740.80922276582
M,62,3944.45,High,3950.45,Semi-Urban,338633.42,124390.63088298848
F,40,1366.46,Low,1354.46,Rural,63562.57,20389.99487699402
F,42,14919.86,Low,14926.86,Urban,620371.02,221001.5462557359
F,63,1198.97,High,1188.97,Urban,183203.77,69659.3769094258
M,40,2739.21,Low,2737.21,Urban,47409.8,15998.726888452744
M,55,1931.09,Low,1938.09,Urban,42551.93,12358.579795562257
F,27,3026.05,Low,3030.05,Semi-Urban,89007.75,31395.188541535565
M,27,4237.18,Low,4248.18,Urban,174806.17,61359.51864126922
F,22,979.52,Low,971.52,Rural,33948.74,11472.623534146667
F,18,1586.71,Low,1600.71,Rural,120218.42,41400.23208998711
M,46,998.12,Low,1008.12,Urban,99688.6,31310.96989797601
M,42,2093.2,Low,2105.2,Rural,40654.19,13055.66590765407
M,26,1277.6,Low,1283.6,Rural,104014.26,34767.72837494433
F,42,1537.4,Low,1526.4,Rural,136858.7,45028.1680871391
M,31,3449.3,Low,3449.3,Semi-Urban,90865.29,31897.177602569496
M,65,3100.75,High,3109.75,Semi-Urban,91687.65,40339.97660766699
F,36,4870.12,Low,4860.12,Urban,204628.12,71537.91618750706
F,33,1678.17,Low,1678.17,Urban,188876.93,63225.391491017625
M,45,926.67,Low,925.67,Semi-Urban,29401.5,7563.218013059748
F,55,1707.37,Low,1707.37,Rural,82173.94,25809.93296501053
F,24,2105.22,Low,2100.22,Semi-Urban,54866.16,19217.72448720472
F,35,1669.21,Low,1668.21,Semi-Urban,155203.54,51608.33346049569
M,32,1259.94,Low,1269.94,Urban,92037.73,30116.15192094824
F,28,1575.58,Low,1564.58,Rural,40798.22,13906.783129971554
F,58,1772.5,Low,1774.5,Urban,49853.34,14645.482877888337
F,18,2753.73,Low,2758.73,Semi-Urban,252306.92,86683.40421127583
F,58,6512.29,Low,6505.29,Rural,201649.43,70615.61466232246
F,18,2446.13,Low,2459.13,Semi-Urban,156395.82,54155.23053877693
M,33,3024.09,Low,3022.09,Urban,41876.53,14985.07728114164
F,62,3291.56,High,3290.56,Urban,165506.61,65938.17066940121
F,60,3841.42,Low,3835.42,Semi-Urban,272981.87,91412.5330207839
M,19,1903.16,Low,1903.16,Rural,23560.12,8932.525534439665
F,37,2587.37,Low,2581.37,Semi-Urban,75553.45,25630.97983038301
F,63,1949.3,Low,1944.3,Urban,86772.29,26828.69549020698
F,37,1699.29,Low,1686.29,Semi-Urban,65253.79,21259.509573521776
M,45,2509.25,Low,2492.25,Rural,76024.25,25110.196011779804
M,41,1563.96,Low,1563.96,Urban,123983.25,40440.86028078092
F,18,1988.72,Low,1996.72,Semi-Urban,79612.56,27892.500241630823
M,18,4406.4,Low,4416.4,Rural,276716.2,96614.7009325962
F,61,4121.71,Low,4110.71,Urban,371299.13,124781.33229475455
F,20,3144.46,Low,3146.46,Semi-Urban,105470.42,37599.00095832037
F,18,2881.31,Low,2882.31,Urban,25549.76,10779.140912743133
F,34,1845.46,Low,1850.46,Rural,54420.66,18292.24217025848
F,24,733.32,Low,741.32,Semi-Urban,71043.44,23255.68089692457
M,18,1577.22,Low,1568.22,Urban,127993.05,43616.1899686535
F,49,2637.22,Low,2628.22,Rural,80136.05,26546.23295951766
F,57,1434.42,Low,1435.42,Urban,50505.64,14597.488580639518
F,65,1307.44,High,1320.44,Urban,48293.32,24305.74929513834
F,61,3527.61,Low,3526.61,Urban,127439.58,42263.502487877646
F,61,6647.65,Low,6636.65,Rural,148685.32,52723.36432900987
F,39,2167.92,Low,2160.92,Rural,328678.72,110346.99119622176
F,33,1685.33,Low,1683.33,Rural,42569.32,14223.015724880555
M,24,1834.08,Low,1834.08,Rural,161945.32,54951.66263962755
M,38,1918.85,Low,1913.85,Rural,52756.02,17250.2696558012
M,47,4249.22,Low,4243.22,Semi-Urban,85798.87,29744.5055521146
F,41,1929.69,Low,1915.69,Urban,198646.01,66124.1354698753
F,29,1324.49,Low,1323.49,Rural,188719.85,63264.74603905397
M,42,4311.8,Low,4308.8,Semi-Urban,252445.4,86184.19339464942
F,34,1360.93,Low,1354.93,Semi-Urban,146583.86,48474.193136990216
F,62,1739.4,High,1744.4,Semi-Urban,19348.08,15119.748493945226
F,39,1666.41,Low,1665.41,Urban,49572.56,15944.156945936862
M,50,,Low,,Rural,143596.87,72590.75
F,35,4221.12,Low,4206.12,Rural,319662.75,109730.25127144904
F,29,3427.72,Low,3420.72,Urban,182454.88,63169.99482036373
M,31,2331.31,Low,2331.31,Rural,63327.4,21779.385087517137
M,44,1248.03,Low,1245.03,Rural,59961.69,18511.183688722496
F,47,1586.58,Low,1584.58,Rural,79231.04,25329.68522749675
M,18,1833.44,Low,1832.44,Urban,227217.11,77212.86965320351
F,59,2480.4,Low,2479.4,Semi-Urban,117346.1,37822.497863650846
M,49,3163.22,Low,3163.22,Rural,115092.34,38594.63878225547
M,57,1030.5,Low,1031.5,Urban,15568.08,2212.191178974936
F,18,1834.89,Low,1842.89,Semi-Urban,139366.9,47807.42429233649
M,37,4447.2,Low,4463.2,Semi-Urban,319841.99,109367.23924696867
F,26,1244.12,Low,1259.12,Urban,141391.3,47391.95022170426
F,53,2484.76,Low,2489.76,Rural,176859.09,58571.53745520688
F,30,1390.21,Low,1398.21,Rural,129394.2,43329.22302560662
F,53,6104.07,Low,6094.07,Semi-Urban,273070.67,94307.73379687085
F,31,959.65,Low,948.65,Rural,56334.62,18258.51495613084
F,52,5072.02,Low,5070.02,Semi-Urban,380436.03,129400.95974569948
M,64,3383.86,Low,3377.86,Urban,95988.18,31075.413341595184
M,41,2430.89,Low,2445.89,Semi-Urban,169764.26,56575.5544933657
M,55,3248.49,Low,3258.49,Rural,18717.67,5838.864650775926
M,62,2551.89,Low,2555.89,Semi-Urban,131228.63,42087.84436498306
M,18,1944.71,Low,1933.71,Semi-Urban,301230.37,102045.64297882396
M,51,3074.84,Low,3083.84,Urban,132890.94,44191.56166015605
M,46,1907.55,Low,1906.55,Urban,78408.6,25087.069578442788
F,27,7026.56,Low,7041.56,Urban,295325.85,104934.21239397212
F,60,1583.05,Low,1578.05,Rural,174886.95,56428.17338435846
M,26,1743.26,Low,1738.26,Urban,74439.36,25165.82611111025
F,64,963.78,Low,968.78,Semi-Urban,35398.52,8352.006906500756
M,50,2475.37,Low,2487.37,Urban,103005.44,33620.30221112637
M,60,2243.46,Low,2236.46,Urban,160824.56,52004.54999272718
F,48,967.01,Low,960.01,Rural,27548.9,7253.809463454527
M,61,6914.95,Low,6902.95,Semi-Urban,226603.49,78657.82226083468
M,18,2444.84,Low,2452.84,Rural,39480.19,14917.366122064945
F,22,4820.92,Low,4815.92,Semi-Urban,64572.23,25413.26927641105
F,51,1553.48,Low,1548.48,Urban,110440.63,35323.705819541574
M,18,1593.9,Low,1590.9,Rural,33062.39,11885.793213212855
F,45,2192.05,Low,2189.05,Rural,138027.15,45856.85170427176
F,50,1566.68,Low,1566.68,Semi-Urban,52460.85,15804.874656142943
M,28,1355.42,Low,1357.42,Semi-Urban,73179.09,24053.40245047126
F,18,2004.81,Low,2004.81,Rural,98952.45,34677.1003582565
F,38,1030.0,Low,1029.0,Rural,31438.99,9419.07389208069
F,18,1856.33,Low,1867.33,Semi-Urban,177202.1,60540.19412342479
M,60,2083.44,Low,2097.44,Rural,68663.69,21031.544233350505
M,37,3853.91,Low,3859.91,Semi-Urban,424784.29,144006.87555195915
M,44,3261.04,Low,3259.04,Rural,121097.33,41106.32120454409
M,24,1747.75,Low,1751.75,Semi-Urban,219496.81,73921.96066328611
M,27,2636.08,Low,2636.08,Rural,122158.07,42169.40196892632
F,62,2055.84,Low,2070.84,Urban,41387.4,11781.62246247146
F,18,2062.35,Low,2062.35,Urban,63840.46,22803.5210999272
F,54,1925.58,Low,1938.58,Urban,182927.12,59825.19347775341
F,59,5327.83,Low,5313.83,Rural,381590.52,129766.19995603416
F,57,2484.94,Low,2474.94,Semi-Urban,82397.76,26241.169679305785
F,38,1978.53,Low,1970.53,Rural,51040.87,16969.93050944833
F,49,2943.45,Low,2939.45,Semi-Urban,51215.21,16871.328129017635
M,18,2607.07,Low,2600.07,Urban,185074.52,63844.66067657052
M,18,1840.85,Low,1827.85,Urban,109065.11,37525.59064851033
F,60,4429.37,Low,4416.37,Urban,108949.35,37047.47190924437
F,18,1816.07,Low,1816.07,Semi-Urban,100423.79,34702.61647053961
F,61,2074.42,Low,2072.42,Rural,102502.2,32538.11843690272
F,43,4929.96,Low,4943.96,Urban,270559.97,93204.96192727496
M,43,1746.34,Low,1744.34,Semi-Urban,102139.41,32992.63848188952
M,18,1347.84,Low,1364.84,Semi-Urban,37623.52,12900.820914715345
M,23,1550.05,Low,1555.05,Semi-Urban,159764.09,53734.4583172629
F,26,1853.29,Low,1839.29,Rural,46701.18,16330.310961596366
F,25,3165.74,Low,3155.74,Semi-Urban,399973.33,136146.27376259145
M,64,3330.01,Low,3340.01,Semi-Urban,116962.92,37936.34000906751
F,30,1266.28,Low,1251.28,Semi-Urban,118554.1,39273.686135656026
M,21,1976.93,Low,1986.93,Rural,127224.32,43676.94985709307
M,47,1381.9,Low,1389.9,Semi-Urban,44337.54,12892.305354679294
F,60,1086.64,Low,1087.64,Urban,25077.31,5462.85730976941
F,41,790.98,Low,781.98,Rural,99952.89,31947.92424085332
F,57,1456.51,Low,1444.51,Rural,110131.36,34780.31271370777
F,51,2596.78,Low,2607.78,Rural,45033.64,14565.560652619131
M,57,4418.59,Low,4416.59,Semi-Urban,187877.39,63418.12318679424
M,32,1386.26,Low,1390.26,Rural,124202.69,41184.726026455
M,22,1038.84,Low,1036.84,Urban,179284.02,59982.0970407596
M,29,3759.87,Low,3759.87,Rural,59316.39,36190.59
M,61,2523.76,Low,2538.76,Rural,131989.81,42675.22826353184
M,55,9366.68,Low,9369.68,Urban,327276.79,115602.41998227492
M,18,2660.93,Low,2674.93,Semi-Urban,261347.6,89393.68039027283
F,36,1281.39,Low,1273.39,Semi-Urban,29843.9,9019.226375790293
F,18,1913.97,Low,1913.97,Rural,104793.14,36546.17188386081
M,33,1696.69,Low,1680.69,Urban,174176.37,58061.73956082933
M,19,1410.1,Low,1397.1,Rural,48079.6,16658.09664600405
M,18,1022.48,Low,1022.48,Rural,133620.33,45081.67846627429
F,40,2813.18,Low,2802.18,Semi-Urban,233616.39,78717.30894040997
F,65,3163.66,High,3162.66,Rural,173476.25,68385.03445452682
M,64,1719.31,Low,1734.31,Urban,37764.22,9825.911729331156
M,56,2865.13,Low,2873.13,Rural,261726.34,86996.35425039308
F,35,2040.31,Low,2043.31,Rural,163432.32,55029.72552096432
F,57,4047.69,Low,4049.69,Semi-Urban,60531.77,20500.24102573133
F,27,2970.26,Low,2968.26,Rural,106146.86,37368.04090650763
F,18,2461.06,Low,2458.06,Urban,168873.25,58491.50455414584
F,30,1753.16,Low,1764.16,Rural,83555.96,28304.259282635223
M,49,2689.08,Low,2692.08,Urban,199849.28,66444.38181076158
F,22,1101.13,Low,1090.13,Urban,28664.3,9682.46898298474
F,53,1408.23,Low,1395.23,Semi-Urban,125055.63,39784.3737909027
M,55,1278.51,Low,1295.51,Semi-Urban,188563.53,60605.63688195948
F,39,1184.08,Low,1181.08,Semi-Urban,49273.24,15211.517241633905
M,54,2583.93,Low,2584.93,Urban,299842.11,99529.14011941668
F,52,6224.6,Low,6214.6,Rural,116371.79,42148.72101146836
M,61,1878.59,High,1887.59,Urban,133778.61,53683.416664478034
F,60,732.29,High,725.29,Semi-Urban,58824.26,27502.540281775124
F,29,1548.14,Low,1562.14,Semi-Urban,86822.83,28996.908532151043
F,18,1670.41,Low,1665.41,Urban,88804.13,30785.79179427616
M,18,2423.28,Low,2428.28,Semi-Urban,126061.01,43701.62754677523
F,36,3170.83,Low,3161.83,Urban,133625.3,45950.08818746427
M,65,1452.77,High,1446.77,Urban,37233.37,20493.15935535091
M,18,2099.68,Low,2089.68,Semi-Urban,264804.56,89968.73820042453
F,57,2596.84,Low,2590.84,Semi-Urban,278736.23,92310.1632152532
M,42,2255.15,Low,2257.15,Semi-Urban,92079.85,30214.94305752192
F,42,2470.09,Low,2471.09,Rural,336636.4,113095.83219365716
F,63,946.56,High,943.56,Urban,64283.65,29458.11168230768
F,65,2641.7,High,2654.7,Rural,256185.86,95641.64395828798
M,39,2970.83,Low,2985.83,Semi-Urban,168854.39,56980.24592930855
F,56,951.26,Low,947.26,Urban,44248.15,12078.013267781214
F,45,4542.33,Low,4555.33,Urban,64530.38,23441.975330009136
F,55,3316.43,Low,3329.43,Semi-Urban,47798.65,15639.11232070452
F,52,4120.05,Low,4120.05,Semi-Urban,279931.9,94667.96094783212
M,40,3427.12,Low,3413.12,Semi-Urban,135711.54,46219.79947997563
M,27,2250.69,Low,2233.69,Semi-Urban,292961.05,98865.73759248709
F,47,1011.1,Low,1020.1,Rural,50612.32,15133.46842570872
M,63,698.89,Low,703.89,Urban,58359.46,15774.668526762973
M,47,977.61,Low,976.61,Rural,213737.08,69653.42961954098
M,32,2760.6,Low,2752.6,Semi-Urban,169496.71,57523.01849525745
M,18,2116.44,Low,2111.44,Urban,191233.67,65412.92338173727
F,18,1910.39,Low,1902.39,Rural,95186.03,33311.27365110923
F,23,2234.76,Low,2238.76,Semi-Urban,169234.63,57851.67922090845
F,52,4231.4,Low,4231.4,Semi-Urban,339956.84,114944.94320981092
F,44,1047.34,Low,1049.34,Semi-Urban,128807.08,41395.123821702335
M,39,6241.21,Low,6237.21,Urban,24945.37,12111.706451815902
F,33,1981.54,Low,1984.54,Semi-Urban,118926.74,39902.13694454391
F,37,1463.91,Low,1470.91,Rural,191946.44,63862.40656076913
M,31,2666.46,Low,2657.46,Semi-Urban,31015.96,10987.950042724362
F,63,1765.57,Low,1758.57,Rural,88011.59,27193.96008756291
M,51,385.91,Low,375.91,Rural,19138.51,3359.2905431491745
F,18,2591.12,Low,2578.12,Semi-Urban,76191.57,27348.59579349737
F,30,1156.48,Low,1157.48,Rural,36020.52,11721.266942852752
F,53,4223.9,Low,4212.9,Rural,207535.32,70646.24374842989
F,55,2462.15,Low,2449.15,Semi-Urban,46058.65,14167.78593091901
F,18,3801.43,Low,3795.43,Rural,31459.72,13839.52563529335
F,60,4233.85,Low,4224.85,Urban,233813.86,78793.12374712518
F,50,2570.76,Low,2582.76,Semi-Urban,101218.77,33216.12337986601
M,60,1244.56,Low,1238.56,Urban,78888.3,23460.229161829684
F,61,2298.24,High,2293.24,Semi-Urban,179011.85,69398.223040885
F,23,1260.58,Low,1260.58,Urban,40640.3,13794.920035540392
F,48,3482.6,Low,3485.6,Rural,162454.46,55147.6928066947
F,49,2562.23,Low,2567.23,Semi-Urban,136393.07,45098.410968984455
F,64,2751.59,High,2756.59,Rural,42425.5,24024.274065556747
F,18,2379.05,Low,2379.05,Urban,89241.4,31659.85377825239
M,18,2755.79,Low,2757.79,Semi-Urban,55114.31,20208.226838588285
F,23,3268.41,Low,3268.41,Semi-Urban,282951.34,99398.73
F,63,1320.89,Low,1320.89,Rural,151949.3,48220.29966235894
M,19,4520.66,Low,4514.66,Urban,153690.04,55180.37569065858
F,63,2951.5,Low,2950.5,Semi-Urban,89825.16,28743.174601849743
F,54,1141.35,Low,1143.35,Rural,46486.78,13323.517120306264
M,18,4163.93,Low,4148.93,Semi-Urban,222795.69,77965.6846644506
M,39,2437.48,Low,2447.48,Urban,35003.58,11608.030266929396
F,64,1651.46,Low,1652.46,Rural,126264.33,39851.83056579599
F,35,4524.95,Low,4539.95,Rural,70057.99,26210.93980286782
